topic,bag_time_jst,header_time_jst,sequence,linear_x_mps,risk_level,active,output_mode,action,output_active,requested_magnitude,applied_magnitude,fault,reason
/collision/ffb_command,2026-09-17T16:10:08.121+09:00,2026-09-17T16:10:08.143+09:00,4765,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.153+09:00,2026-09-17T16:10:08.173+09:00,4766,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.185+09:00,2026-09-17T16:10:08.205+09:00,4767,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.226+09:00,2026-09-17T16:10:08.244+09:00,4768,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.254+09:00,2026-09-17T16:10:08.274+09:00,4769,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.285+09:00,2026-09-17T16:10:08.306+09:00,4770,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.321+09:00,2026-09-17T16:10:08.341+09:00,4771,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.352+09:00,2026-09-17T16:10:08.372+09:00,4772,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.386+09:00,2026-09-17T16:10:08.407+09:00,4773,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.420+09:00,2026-09-17T16:10:08.441+09:00,4774,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.453+09:00,2026-09-17T16:10:08.473+09:00,4775,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.487+09:00,2026-09-17T16:10:08.508+09:00,4776,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.522+09:00,2026-09-17T16:10:08.539+09:00,4777,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.554+09:00,2026-09-17T16:10:08.574+09:00,4778,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.586+09:00,2026-09-17T16:10:08.606+09:00,4779,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.627+09:00,2026-09-17T16:10:08.640+09:00,4780,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.653+09:00,2026-09-17T16:10:08.674+09:00,4781,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.685+09:00,2026-09-17T16:10:08.705+09:00,4782,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.720+09:00,2026-09-17T16:10:08.740+09:00,4783,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.752+09:00,2026-09-17T16:10:08.772+09:00,4784,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.788+09:00,2026-09-17T16:10:08.807+09:00,4785,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.820+09:00,2026-09-17T16:10:08.839+09:00,4786,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.854+09:00,2026-09-17T16:10:08.875+09:00,4787,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.886+09:00,2026-09-17T16:10:08.906+09:00,4788,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.925+09:00,2026-09-17T16:10:08.942+09:00,4789,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.953+09:00,2026-09-17T16:10:08.973+09:00,4790,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:08.986+09:00,2026-09-17T16:10:09.007+09:00,4791,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.019+09:00,2026-09-17T16:10:09.039+09:00,4792,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.053+09:00,2026-09-17T16:10:09.073+09:00,4793,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.089+09:00,2026-09-17T16:10:09.106+09:00,4794,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.130+09:00,2026-09-17T16:10:09.140+09:00,4795,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.154+09:00,2026-09-17T16:10:09.174+09:00,4796,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.190+09:00,2026-09-17T16:10:09.209+09:00,4797,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.221+09:00,2026-09-17T16:10:09.242+09:00,4798,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.252+09:00,2026-09-17T16:10:09.273+09:00,4799,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.286+09:00,2026-09-17T16:10:09.306+09:00,4800,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.319+09:00,2026-09-17T16:10:09.340+09:00,4801,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.354+09:00,2026-09-17T16:10:09.373+09:00,4802,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.386+09:00,2026-09-17T16:10:09.407+09:00,4803,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.421+09:00,2026-09-17T16:10:09.439+09:00,4804,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.453+09:00,2026-09-17T16:10:09.474+09:00,4805,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.486+09:00,2026-09-17T16:10:09.507+09:00,4806,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.522+09:00,2026-09-17T16:10:09.543+09:00,4807,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.552+09:00,2026-09-17T16:10:09.572+09:00,4808,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.587+09:00,2026-09-17T16:10:09.608+09:00,4809,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.618+09:00,2026-09-17T16:10:09.639+09:00,4810,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.655+09:00,2026-09-17T16:10:09.675+09:00,4811,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.686+09:00,2026-09-17T16:10:09.707+09:00,4812,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.718+09:00,2026-09-17T16:10:09.740+09:00,4813,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.755+09:00,2026-09-17T16:10:09.774+09:00,4814,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.787+09:00,2026-09-17T16:10:09.807+09:00,4815,,0,False,,,,0.0,,,no_alert
/collision/ffb_command,2026-09-17T16:10:09.823+09:00,2026-09-17T16:10:09.840+09:00,4816,,0,False,,,,0.0,,,no_alert
